id,exp_date,sub_age,sub_sex,aq_score,aq_category,block,trial,action_category,action,angle,recog_acc,recog_rt,conf_choice,conf_rt,recog_corr_box,recog_resp_box,days_elapsed
d290105c8bca9f1a8fe2a126da9b6f8e,04-Apr-2016,20.96692056,f,11,low symptoms,33,66,simple actions,To Point,135,1,6.80028605,0,,2,2,75
d290105c8bca9f1a8fe2a126da9b6f8e,04-Apr-2016,20.96692056,f,11,low symptoms,34,67,complex actions,To Clean,247,0,12.4785248,1,1.11362773,3,2,75
d290105c8bca9f1a8fe2a126da9b6f8e,04-Apr-2016,20.96692056,f,11,low symptoms,34,68,simple actions,To Jump,135,0,9.5634852,0,,4,2,75
d290105c8bca9f1a8fe2a126da9b6f8e,04-Apr-2016,20.96692056,f,11,low symptoms,35,69,complex actions,To Play a Sport,247,0,8.45063863,0,,1,2,75
d290105c8bca9f1a8fe2a126da9b6f8e,04-Apr-2016,20.96692056,f,11,low symptoms,35,70,simple actions,To Lift,180,1,9.65248454,1,1.39979457,4,4,75
d290105c8bca9f1a8fe2a126da9b6f8e,04-Apr-2016,20.96692056,f,11,low symptoms,36,71,complex actions,To Argue,0,1,15.28302934,1,0.93990038,1,1,75
d290105c8bca9f1a8fe2a126da9b6f8e,04-Apr-2016,20.96692056,f,11,low symptoms,36,72,simple actions,To Grab,247,0,5.0596802,0,,2,1,75
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,1,1,complex actions,To Fight,180,1,8.89668448,1,13.64604214,1,1,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,1,2,simple actions,To Jump,247,1,3.94334424,0,,4,4,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,2,3,complex actions,To Fight,0,1,21.19943932,1,8.67437208,4,4,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,2,4,simple actions,To Wave,135,1,8.01768056,0,,4,4,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,3,5,simple actions,To Point,135,1,20.35044035,0,,3,3,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,3,6,complex actions,To Play a Sport,247,1,18.4242993,1,2.18200595,4,4,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,4,7,complex actions,To Play an Instrument,0,1,23.88682822,0,,3,3,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,4,8,simple actions,To Wave,180,1,6.41748255,1,1.31196825,4,4,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,5,9,complex actions,To Stretch,180,1,14.86793867,0,,3,3,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,5,10,simple actions,To Jump,135,1,3.78300102,1,1.37715251,4,4,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,6,11,simple actions,To Push,135,1,15.66253174,1,4.95438846,2,2,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,6,12,complex actions,To Dance,180,0,0,0,,3,0,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,7,13,simple actions,To Punch,180,1,16.75003519,1,1.53840402,3,3,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,7,14,complex actions,To Argue,135,0,21.86823759,0,,1,4,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,8,15,simple actions,To Lift,180,0,20.86371578,0,,3,2,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,8,16,complex actions,To Get Attention,0,1,12.52162987,1,1.3912623,3,3,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,9,17,complex actions,To Dance,247,0,18.08184953,0,,1,2,79
b55702b2d275863602e6704e046f349d,04-Feb-2016,34.69480509,m,10,low symptoms,9,18,simple actions,To Point,180,0,10.34929355,1,2.14422805,4,2,79
